17:*******************************************,
Transient Analysis,
Mon Nov 14 20:08:59 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.9762e-09,0.45,6.20287e-06,
3.9772e-09,0.45,6.03527e-06,
3.9782e-09,0.45,6.25154e-06,
3.9792e-09,0.45,6.0904e-06,
3.9802e-09,0.45,6.30977e-06,
3.9812e-09,0.45,6.11812e-06,
3.9822e-09,0.45,6.06893e-06,
3.9832e-09,0.45,5.73621e-06,
3.9842e-09,0.45,5.66288e-06,
3.9852e-09,0.45,5.27654e-06,
3.9862e-09,0.45,5.25454e-06,
3.9872e-09,0.45,4.8566e-06,
3.9882e-09,0.45,4.82433e-06,
3.9892e-09,0.45,4.43564e-06,
3.9902e-09,0.45,4.4208e-06,
3.9912e-09,0.45,4.04852e-06,
3.9922e-09,0.45,4.04624e-06,
3.9932e-09,0.45,3.68152e-06,
3.9942e-09,0.45,3.68833e-06,
3.9952e-09,0.45,3.31575e-06,
3.9962e-09,0.45,3.4038e-06,
3.9972e-09,0.45,3.0534e-06,
3.9982e-09,0.45,3.0653e-06,
3.9992e-09,0.45,2.74438e-06,
4.0002e-09,0.45,2.76923e-06,
4.0012e-09,0.45,2.44156e-06,
4.0022e-09,0.45,2.47656e-06,
4.0032e-09,0.45,2.15779e-06,
4.0042e-09,0.45,2.1967e-06,
4.0052e-09,0.45,1.88398e-06,
4.0062e-09,0.45,1.93052e-06,
4.0072e-09,0.45,1.68404e-06,
4.0082e-09,0.45,1.72564e-06,
4.0092e-09,0.45,1.39868e-06,
4.0102e-09,0.45,1.43645e-06,
4.0112e-09,0.45,1.11933e-06,
4.0122e-09,0.45,1.16457e-06,
4.0132e-09,0.45,8.41374e-07,
4.0142e-09,0.45,8.94648e-07,
4.0152e-09,0.45,5.8719e-07,
4.0162e-09,0.45,6.45305e-07,
4.0172e-09,0.45,3.42041e-07,
4.0182e-09,0.45,4.0812e-07,
4.0192e-09,0.45,1.0771e-07,
4.0202e-09,0.45,1.77752e-07,
4.0212e-09,0.45,-1.22005e-07,
4.0222e-09,0.45,-6.22662e-08,
4.0232e-09,0.45,-3.45746e-07,
4.0242e-09,0.45,-2.7352e-07,
4.0252e-09,0.45,-5.57174e-07,
4.0262e-09,0.45,-4.77433e-07,
4.0272e-09,0.45,-7.55128e-07,
4.0282e-09,0.45,-6.73276e-07,
4.0292e-09,0.45,-9.51111e-07,
4.0302e-09,0.45,-8.64216e-07,
4.0312e-09,0.45,-1.14211e-06,
4.0322e-09,0.45,-1.05859e-06,
4.0332e-09,0.45,-1.33569e-06,
4.0342e-09,0.45,-1.25334e-06,
4.0352e-09,0.45,-1.52911e-06,
4.0362e-09,0.45,-1.45003e-06,
4.0372e-09,0.45,-1.72494e-06,
4.0382e-09,0.45,-1.64287e-06,
4.0392e-09,0.45,-1.9135e-06,
4.0402e-09,0.45,-1.82089e-06,
4.0412e-09,0.45,-2.07973e-06,
4.0422e-09,0.45,-1.9721e-06,
4.0432e-09,0.45,-2.22733e-06,
4.0442e-09,0.45,-2.1074e-06,
4.0452e-09,0.45,-2.35343e-06,
4.0462e-09,0.45,-2.23106e-06,
4.0472e-09,0.45,-2.47669e-06,
4.0482e-09,0.45,-2.36045e-06,
4.0492e-09,0.45,-2.59571e-06,
4.0502e-09,0.45,-2.51522e-06,
4.0512e-09,0.45,-2.71063e-06,
4.0522e-09,0.45,-2.54174e-06,
4.0532e-09,0.45,-2.79133e-06,
4.0542e-09,0.45,-2.65222e-06,
4.0552e-09,0.45,-2.87141e-06,
4.0562e-09,0.45,-2.7213e-06,
4.0572e-09,0.45,-2.93914e-06,
4.0582e-09,0.45,-2.79399e-06,
4.0592e-09,0.45,-2.99364e-06,
4.0602e-09,0.45,-2.8403e-06,
4.0612e-09,0.45,-3.04604e-06,
4.0622e-09,0.45,-2.89512e-06,
4.0632e-09,0.45,-3.10379e-06,
4.0642e-09,0.45,-2.95382e-06,
4.0652e-09,0.45,-3.16353e-06,
4.0662e-09,0.45,-3.01178e-06,
4.0672e-09,0.45,-3.21e-06,
4.0682e-09,0.45,-3.07065e-06,
4.0692e-09,0.45,-3.26063e-06,
4.0702e-09,0.45,-3.12141e-06,
4.0712e-09,0.45,-3.32947e-06,
4.0722e-09,0.45,-3.20096e-06,
4.0732e-09,0.45,-3.41573e-06,
4.0742e-09,0.45,-3.27983e-06,
4.0752e-09,0.45,-3.48999e-06,
4.0762e-09,0.45,-3.35006e-06,
4.0772e-09,0.45,-3.56521e-06,
4.0782e-09,0.45,-3.42732e-06,
4.0792e-09,0.45,-3.64431e-06,
4.0802e-09,0.45,-3.51665e-06,
4.0812e-09,0.45,-3.73897e-06,
4.0822e-09,0.45,-3.62058e-06,
4.0832e-09,0.45,-3.84362e-06,
4.0842e-09,0.45,-3.70421e-06,
4.0852e-09,0.45,-3.91826e-06,
4.0862e-09,0.45,-3.76181e-06,
4.0872e-09,0.45,-3.986e-06,
4.0882e-09,0.45,-3.84417e-06,
4.0892e-09,0.45,-4.07941e-06,
4.0902e-09,0.45,-3.91589e-06,
4.0912e-09,0.45,-4.13011e-06,
4.0922e-09,0.45,-3.97758e-06,
4.0932e-09,0.45,-4.19436e-06,
4.0942e-09,0.45,-4.07065e-06,
4.0952e-09,0.45,-4.2992e-06,
4.0962e-09,0.45,-4.18003e-06,
