19:*******************************************,
Transient Analysis,
Mon Nov 14 20:10:24 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
4.10319e-09,0.45,4.19692e-07,
4.10419e-09,0.45,4.49185e-07,
4.10519e-09,0.45,4.00609e-07,
4.10619e-09,0.45,4.30248e-07,
4.10719e-09,0.45,3.81635e-07,
4.10819e-09,0.45,4.1139e-07,
4.10919e-09,0.45,3.63817e-07,
4.11019e-09,0.45,3.94856e-07,
4.11119e-09,0.45,3.44982e-07,
4.11219e-09,0.45,3.75974e-07,
4.11319e-09,0.45,3.2666e-07,
4.11419e-09,0.45,3.64673e-07,
4.11519e-09,0.45,3.20777e-07,
4.11619e-09,0.45,3.59914e-07,
4.11719e-09,0.45,3.16634e-07,
4.11819e-09,0.45,3.5687e-07,
4.11919e-09,0.45,3.12801e-07,
4.12019e-09,0.45,3.51822e-07,
4.12119e-09,0.45,2.95868e-07,
4.12219e-09,0.45,3.35949e-07,
4.12319e-09,0.45,2.68011e-07,
4.12419e-09,0.45,3.16345e-07,
4.12519e-09,0.45,2.64656e-07,
4.12619e-09,0.45,3.02812e-07,
4.12719e-09,0.45,2.45231e-07,
4.12819e-09,0.45,2.84027e-07,
4.12919e-09,0.45,2.27331e-07,
4.13019e-09,0.45,2.66692e-07,
